CUSTOMER_NUMBER,BAD,GOOD,GB,DEMO_GENDER,DEMO_AGE,DEMO_STAFF_VIB,APP_CIF_AGE,APP_IB_AGE,APP_DATEDIFF_CIF_IB,APP_EB_REGISTER_CHANNEL,APP_SMS,APP_VERIFY_METHOD
409209,1,0,B,M,29,N,41,41,0,BRANCH,N,SMS
991037,0,1,G,M,27,N,27,25,2,BRANCH,Y,SMS
618225,0,1,G,F,32,N,20,19,1,BRANCH,N,SMART_OTP
669523,0,1,G,F,28,N,76,45,31,BRANCH,Y,SMART_OTP
52224,0,1,G,M,35,N,66,66,0,BRANCH,N,SMS
567735,0,1,G,M,25,N,66,20,46,BRANCH,N,SMART_OTP
544016,0,1,G,M,25,N,17,17,0,BRANCH,Y,SMART_OTP
62742,0,1,G,M,40,N,17,15,2,BRANCH,Y,SMS
884130,1,0,B,F,31,N,83,83,0,BRANCH,N,SMART_OTP
72411,0,1,G,M,34,N,44,44,0,BRANCH,Y,SMART_OTP
261548,0,1,G,M,24,N,18,12,6,BRANCH,Y,SMART_OTP
463764,0,1,G,M,33,N,83,40,43,MYVIB,N,SMART_OTP
489086,0,1,G,F,23,N,32,32,0,BRANCH,Y,SMART_OTP
460275,0,1,G,M,24,N,31,31,0,BRANCH,Y,SMS
657126,0,1,G,M,24,N,27,26,1,BRANCH,N,SMS
636070,0,1,G,F,33,N,26,26,0,BRANCH,N,SMS
463074,0,1,G,F,24,N,26,26,0,BRANCH,Y,SMART_OTP
862962,0,1,G,M,27,N,20,20,0,BRANCH,N,SMS
541412,0,1,G,M,53,N,81,81,0,BRANCH,N,SMART_OTP
166732,1,0,B,M,34,N,73,73,0,BRANCH,Y,SMART_OTP
816599,0,1,G,F,31,N,60,60,0,BRANCH,Y,SMART_OTP
91628,0,1,G,M,24,N,86,80,6,MYVIB,N,SMS
701284,0,1,G,F,26,N,24,24,0,BRANCH,N,SMART_OTP
29790,0,1,G,M,30,N,24,23,1,BRANCH,Y,SMS
800018,0,1,G,F,22,N,22,22,0,BRANCH,N,SMS
29960,1,0,B,M,30,N,80,80,0,BRANCH,Y,SMART_OTP
413447,1,0,B,M,20,N,87,67,20,MYVIB,Y,SMART_OTP
469107,0,1,G,M,39,N,71,71,0,BRANCH,Y,SMART_OTP
52102,1,0,B,F,29,N,69,68,1,BRANCH,Y,SMS
87249,0,1,G,M,23,N,69,66,3,BRANCH,Y,SMART_OTP
823647,0,1,G,M,27,N,69,69,0,BRANCH,Y,SMS
625458,0,1,G,M,27,N,82,38,44,MYVIB,N,SMS
507138,0,1,G,M,29,N,19,19,0,BRANCH,Y,SMART_OTP
86331,1,0,B,M,49,N,10,10,0,BRANCH,Y,SMS
159650,1,0,B,M,24,N,2,2,0,BRANCH,Y,SMS
73508,1,0,B,M,30,N,81,81,0,BRANCH,Y,SMS
484334,0,1,G,F,26,N,59,59,0,BRANCH,N,SMART_OTP
868368,0,1,G,F,19,N,18,18,0,BRANCH,Y,SMS
877426,0,1,G,M,22,N,17,17,0,BRANCH,Y,SMS
63151,0,1,G,F,29,N,24,5,19,BRANCH,N,SMS
391360,0,1,G,F,27,Y,81,81,0,BRANCH,Y,SMART_OTP
199995,0,1,G,F,36,N,68,67,1,BRANCH,Y,SMART_OTP
136190,0,1,G,F,26,N,31,31,0,BRANCH,N,SMS
317821,0,1,G,F,30,N,20,19,1,BRANCH,Y,SMART_OTP
646876,0,1,G,F,29,N,16,11,5,BRANCH,Y,SMS
740923,0,1,G,F,32,N,2,2,0,BRANCH,N,SMART_OTP
608854,0,1,G,M,31,N,65,65,0,BRANCH,N,SMART_OTP
586491,0,1,G,F,34,N,60,60,0,BRANCH,Y,SMS
795953,0,1,G,M,21,N,18,18,0,BRANCH,Y,SMART_OTP
542064,1,0,B,M,24,N,86,86,0,BRANCH,Y,SMS
766239,0,1,G,F,35,N,86,86,0,BRANCH,Y,SMART_OTP
656742,0,1,G,F,26,N,27,27,0,BRANCH,N,SMART_OTP
845264,0,1,G,F,22,N,27,27,0,BRANCH,N,SMS
5367,0,1,G,F,21,N,24,24,0,BRANCH,Y,SMS
140471,0,1,G,M,50,N,76,76,0,BRANCH,Y,SMART_OTP
129191,1,0,B,F,71,N,82,75,7,MYVIB,N,SMS
225389,0,1,G,M,23,N,27,27,0,BRANCH,Y,SMART_OTP
928221,0,1,G,F,23,N,19,19,0,BRANCH,Y,SMART_OTP
813824,0,1,G,M,58,N,19,13,6,BRANCH,Y,SMART_OTP
971376,0,1,G,F,31,N,19,17,2,BRANCH,N,SMS
181980,0,1,G,M,28,N,80,75,5,BRANCH,Y,SMS
771807,0,1,G,M,28,N,76,58,18,MYVIB,N,SMART_OTP
781260,0,1,G,M,32,N,73,73,0,BRANCH,Y,SMS
132513,1,0,B,F,24,N,72,13,59,BRANCH,Y,SMS
85254,0,1,G,F,19,N,72,30,42,MYVIB,N,SMS
481504,0,1,G,F,35,N,65,33,32,BRANCH,N,SMART_OTP
146362,0,1,G,F,28,N,62,58,4,BRANCH,Y,SMS
284219,0,1,G,M,39,N,86,83,3,BRANCH,Y,SMS
904331,0,1,G,M,23,N,18,18,0,BRANCH,N,SMART_OTP
231099,0,1,G,M,30,N,86,86,0,BRANCH,Y,SMS
5778,1,0,B,F,32,N,79,79,0,BRANCH,Y,SMART_OTP
781557,0,1,G,M,32,N,43,43,0,BRANCH,Y,SMS
312595,1,0,B,F,23,N,24,24,0,BRANCH,Y,SMART_OTP
384022,0,1,G,F,23,N,5,4,1,BRANCH,Y,SMART_OTP
817436,1,0,B,F,38,N,4,3,1,BRANCH,Y,SMART_OTP
812775,1,0,B,M,45,N,73,73,0,BRANCH,Y,SMS
418728,0,1,G,M,23,N,3,3,0,BRANCH,Y,SMS
624658,0,1,G,M,30,N,2,2,0,BRANCH,Y,SMS
737140,0,1,G,M,33,N,74,73,1,BRANCH,Y,SMS
411811,0,1,G,F,32,N,29,29,0,BRANCH,Y,SMART_OTP
728626,1,0,B,M,47,N,18,18,0,BRANCH,N,SMS
203262,0,1,G,M,44,N,3,3,0,BRANCH,Y,SMART_OTP
735415,0,1,G,F,31,N,3,3,0,BRANCH,Y,SMART_OTP
155070,0,1,G,F,19,N,-118,-124,6,BRANCH,N,SMART_OTP
302015,0,1,G,M,37,N,74,74,0,BRANCH,N,SMART_OTP
608435,1,0,B,F,28,N,73,73,0,BRANCH,Y,SMS
517160,0,1,G,F,37,N,44,44,0,BRANCH,N,SMS
154267,0,1,G,M,31,N,74,71,3,MYVIB,N,SMART_OTP
149618,0,1,G,M,40,N,3,3,0,BRANCH,N,SMART_OTP
66054,0,1,G,M,23,N,18,18,0,BRANCH,N,SMART_OTP
279327,0,1,G,M,24,N,75,60,15,MYVIB,Y,SMART_OTP
757920,0,1,G,M,33,N,3,3,0,BRANCH,Y,SMS
422791,0,1,G,F,25,N,33,33,0,BRANCH,Y,SMS
194670,0,1,G,F,23,N,73,73,0,BRANCH,N,SMART_OTP
326437,0,1,G,F,24,N,44,44,0,BRANCH,N,SMS
275276,0,1,G,F,24,N,36,36,0,BRANCH,Y,SMS
468985,0,1,G,F,44,N,4,4,0,BRANCH,N,SMART_OTP
267228,0,1,G,F,39,N,3,3,0,BRANCH,Y,SMART_OTP
767297,0,1,G,M,35,N,5,5,0,BRANCH,N,SMART_OTP
69458,0,1,G,M,34,N,79,76,3,BRANCH,Y,SMART_OTP
319406,0,1,G,M,47,N,36,36,0,BRANCH,Y,SMART_OTP
930416,0,1,G,F,33,N,18,18,0,BRANCH,Y,SMS
902645,0,1,G,M,34,N,18,18,0,BRANCH,Y,SMS
931737,0,1,G,M,34,N,5,4,1,BRANCH,N,SMS
200711,1,0,B,M,20,N,75,60,15,MYVIB,Y,SMS
191354,0,1,G,M,25,N,3,3,0,BRANCH,Y,SMS
737450,0,1,G,M,60,N,80,80,0,BRANCH,Y,SMS
972726,0,1,G,M,32,N,73,62,11,MYVIB,N,SMART_OTP
605881,0,1,G,M,30,N,73,60,13,BRANCH,N,SMART_OTP
766061,0,1,G,M,25,N,4,4,0,BRANCH,Y,SMART_OTP
720123,0,1,G,M,24,N,3,3,0,BRANCH,N,SMS
458558,0,1,G,F,29,N,5,5,0,BRANCH,Y,SMS
972362,0,1,G,M,23,N,5,5,0,BRANCH,N,SMART_OTP
7005,0,1,G,F,18,N,4,4,0,BRANCH,Y,SMART_OTP
19802,1,0,B,F,36,N,20,20,0,BRANCH,N,SMS
83832,1,0,B,F,33,N,66,-521,587,MYVIB,Y,SMART_OTP
188666,0,1,G,M,62,N,6,6,0,BRANCH,Y,SMS
421173,1,0,B,M,26,N,60,-180,240,BRANCH,Y,SMART_OTP
46986,1,0,B,M,31,N,-206,-206,0,BRANCH,Y,SMART_OTP
793102,0,1,G,F,29,N,23,23,0,BRANCH,Y,SMART_OTP
2746,0,1,G,M,25,N,17,12,5,BRANCH,Y,SMART_OTP
63080,1,0,B,F,33,N,10,10,0,BRANCH,Y,SMART_OTP
681737,1,0,B,F,31,N,74,74,0,BRANCH,Y,SMS
534839,1,0,B,M,35,N,-150,-222,72,BRANCH,N,SMART_OTP
479010,1,0,B,M,33,N,-108,-108,0,BRANCH,Y,SMART_OTP
330600,0,1,G,M,35,N,81,81,0,BRANCH,Y,SMS
479091,0,1,G,M,38,N,-32,-48,16,BRANCH,N,SMS
995140,0,1,G,M,18,N,-151,-261,110,MYVIB,Y,SMART_OTP
972667,0,1,G,M,21,N,22,22,0,BRANCH,Y,SMS
167434,1,0,B,M,36,N,31,30,1,BRANCH,Y,SMART_OTP
118150,1,0,B,M,63,N,61,61,0,BRANCH,Y,SMS
823154,1,0,B,F,35,N,60,39,21,BRANCH,Y,SMART_OTP
50245,1,0,B,M,39,N,-214,-214,0,BRANCH,N,SMART_OTP
324112,0,1,G,F,25,N,88,-1,89,BRANCH,N,SMS
869466,1,0,B,M,29,N,31,31,0,BRANCH,Y,SMS
305776,0,1,G,M,31,N,22,22,0,BRANCH,N,SMS
532734,0,1,G,F,36,N,33,31,2,BRANCH,Y,SMS
608524,1,0,B,M,35,N,30,30,0,BRANCH,N,SMS
753860,1,0,B,M,37,N,-268,-283,15,BRANCH,Y,SMART_OTP
520800,0,1,G,M,22,N,73,73,0,BRANCH,Y,SMS
967528,1,0,B,F,32,N,-103,-103,0,BRANCH,Y,SMART_OTP
69220,1,0,B,F,23,N,6,-291,297,MYVIB,Y,SMART_OTP
903270,0,1,G,M,26,N,4,4,0,BRANCH,Y,SMART_OTP
780230,0,1,G,M,22,N,26,25,1,BRANCH,N,SMS
535035,0,1,G,M,23,N,22,22,0,BRANCH,Y,SMART_OTP
865374,1,0,B,M,28,N,-93,-93,0,BRANCH,Y,SMART_OTP
958344,1,0,B,F,49,N,-75,-79,4,BRANCH,N,SMART_OTP
109675,1,0,B,M,20,N,69,69,0,BRANCH,Y,SMS
104773,0,1,G,F,24,N,5,5,0,BRANCH,Y,SMART_OTP
589520,0,1,G,F,42,N,43,8,35,BRANCH,Y,SMART_OTP
413485,1,0,B,F,28,N,45,45,0,BRANCH,Y,SMS
738026,0,1,G,F,31,N,19,5,14,BRANCH,Y,SMART_OTP
493435,0,1,G,M,28,N,73,73,0,BRANCH,Y,SMART_OTP
438717,0,1,G,M,27,N,88,88,0,BRANCH,N,SMS
479587,0,1,G,M,23,N,78,78,0,BRANCH,N,SMART_OTP
130546,0,1,G,F,33,N,73,61,12,BRANCH,N,SMS
595428,1,0,B,F,22,N,72,67,5,BRANCH,N,SMART_OTP
885039,0,1,G,F,27,N,72,72,0,BRANCH,Y,SMART_OTP
398916,0,1,G,M,25,N,64,64,0,BRANCH,N,SMART_OTP
478008,0,1,G,M,33,N,72,43,29,MYVIB,Y,SMART_OTP
688077,0,1,G,M,27,N,78,27,51,BRANCH,Y,SMS
83943,0,1,G,M,24,N,75,19,56,MYVIB,Y,SMS
978124,0,1,G,M,41,N,67,66,1,BRANCH,Y,SMART_OTP
23064,0,1,G,M,33,N,62,62,0,BRANCH,N,SMART_OTP
127686,0,1,G,M,36,N,61,61,0,BRANCH,Y,SMS
496131,0,1,G,M,22,N,60,43,17,BRANCH,N,SMS
608221,1,0,B,F,34,N,59,46,13,BRANCH,Y,SMS
683096,1,0,B,M,38,N,59,59,0,BRANCH,Y,SMART_OTP
464590,0,1,G,F,35,N,58,58,0,BRANCH,N,SMART_OTP
881601,0,1,G,F,24,N,48,48,0,BRANCH,N,SMART_OTP
272620,0,1,G,F,19,N,47,46,1,BRANCH,Y,SMART_OTP
359831,0,1,G,F,35,N,47,39,8,BRANCH,Y,SMART_OTP
435285,0,1,G,F,26,Y,27,27,0,BRANCH,Y,SMART_OTP
795952,0,1,G,M,23,N,9,9,0,BRANCH,Y,SMART_OTP
114059,0,1,G,M,41,N,9,2,7,MYVIB,N,SMART_OTP
653846,0,1,G,M,19,N,41,41,0,BRANCH,N,SMART_OTP
501781,0,1,G,M,20,N,40,40,0,BRANCH,N,SMS
90601,0,1,G,M,31,N,37,31,6,BRANCH,N,SMART_OTP
604482,0,1,G,F,37,N,18,3,15,BRANCH,N,SMART_OTP
938940,0,1,G,F,26,N,16,16,0,BRANCH,Y,SMART_OTP
256045,1,0,B,F,47,N,16,16,0,BRANCH,Y,SMS
546054,0,1,G,M,22,N,10,10,0,BRANCH,N,SMART_OTP
712406,1,0,B,F,61,N,87,86,1,BRANCH,Y,SMS
906958,0,1,G,M,19,N,80,80,0,BRANCH,Y,SMS
669135,0,1,G,F,30,N,76,74,2,BRANCH,Y,SMART_OTP
640062,0,1,G,F,20,N,5,5,0,BRANCH,N,SMS
280942,0,1,G,M,27,Y,4,2,2,BRANCH,N,SMART_OTP
205538,0,1,G,F,26,N,1,1,0,BRANCH,N,SMS
99619,0,1,G,M,24,N,19,19,0,BRANCH,Y,SMS
121797,0,1,G,F,28,N,88,65,23,BRANCH,Y,SMS
833386,0,1,G,M,32,N,88,83,5,BRANCH,Y,SMART_OTP
726419,0,1,G,M,35,N,78,78,0,BRANCH,N,SMART_OTP
452751,1,0,B,F,51,N,72,67,5,BRANCH,Y,SMS
177852,0,1,G,M,30,N,72,33,39,BRANCH,Y,SMART_OTP
838255,0,1,G,F,30,N,67,38,29,MYVIB,N,SMS
863615,1,0,B,M,50,N,38,38,0,BRANCH,N,SMS
529916,0,1,G,M,29,N,81,25,56,BRANCH,N,SMS
783921,0,1,G,F,36,N,30,19,11,BRANCH,Y,SMS
158648,0,1,G,F,28,Y,19,19,0,BRANCH,Y,SMART_OTP
681671,0,1,G,F,37,N,19,19,0,BRANCH,N,SMS
803461,0,1,G,F,29,Y,18,18,0,BRANCH,Y,SMART_OTP
233238,0,1,G,M,27,N,13,13,0,BRANCH,Y,SMART_OTP
411578,0,1,G,F,23,Y,13,13,0,BRANCH,Y,SMART_OTP
118282,0,1,G,F,26,N,8,8,0,BRANCH,Y,SMART_OTP
790707,0,1,G,F,22,N,67,67,0,BRANCH,Y,SMS
11830,0,1,G,M,37,N,67,65,2,BRANCH,Y,SMART_OTP
957921,0,1,G,M,31,Y,66,66,0,BRANCH,Y,SMART_OTP
849855,0,1,G,F,41,N,62,62,0,BRANCH,Y,SMART_OTP
807832,1,0,B,M,31,N,47,47,0,BRANCH,Y,SMS
131187,0,1,G,M,49,N,47,47,0,BRANCH,N,SMART_OTP
110857,0,1,G,F,26,N,47,47,0,BRANCH,N,SMART_OTP
497825,1,0,B,F,29,N,38,20,18,BRANCH,N,SMS
406315,0,1,G,M,19,N,30,30,0,BRANCH,Y,SMART_OTP
11396,0,1,G,M,38,N,11,11,0,BRANCH,N,SMART_OTP
899964,0,1,G,F,28,N,11,10,1,BRANCH,Y,SMART_OTP
926562,0,1,G,M,32,N,11,11,0,BRANCH,N,SMART_OTP
890936,0,1,G,M,30,N,10,10,0,BRANCH,N,SMS
433549,0,1,G,M,28,N,10,3,7,BRANCH,N,SMS
672269,0,1,G,M,31,N,9,6,3,BRANCH,Y,SMS
12403,0,1,G,M,26,N,9,9,0,BRANCH,N,SMS
326718,0,1,G,F,27,N,41,40,1,BRANCH,N,SMS
846911,0,1,G,M,23,N,39,39,0,BRANCH,N,SMS
792839,1,0,B,F,33,N,37,37,0,BRANCH,N,SMS
129340,0,1,G,M,36,N,37,34,3,BRANCH,Y,SMART_OTP
974913,0,1,G,M,29,N,34,34,0,BRANCH,Y,SMART_OTP
415867,0,1,G,M,35,N,33,33,0,BRANCH,Y,SMS
466322,0,1,G,M,28,N,17,13,4,MYVIB,N,SMART_OTP
502470,0,1,G,M,26,N,15,13,2,BRANCH,Y,SMS
710646,0,1,G,M,24,N,12,12,0,BRANCH,N,SMS
184189,0,1,G,F,30,N,11,5,6,BRANCH,N,SMART_OTP
169795,0,1,G,F,44,N,87,83,4,BRANCH,Y,SMART_OTP
183030,1,0,B,F,36,N,83,80,3,BRANCH,N,SMS
536384,0,1,G,M,29,Y,82,82,0,BRANCH,Y,SMS
116156,0,1,G,M,25,N,81,81,0,BRANCH,N,SMART_OTP
925462,0,1,G,M,26,N,80,80,0,BRANCH,Y,SMS
580361,0,1,G,F,41,N,5,5,0,BRANCH,N,SMART_OTP
582207,0,1,G,M,26,N,75,64,11,MYVIB,Y,SMART_OTP
349943,0,1,G,F,36,N,76,44,32,BRANCH,Y,SMART_OTP
23573,0,1,G,F,26,N,33,33,0,BRANCH,Y,SMS
645059,0,1,G,M,27,N,31,26,5,BRANCH,Y,SMART_OTP
808645,0,1,G,M,28,N,5,5,0,BRANCH,Y,SMS
406437,0,1,G,M,30,N,79,76,3,BRANCH,N,SMART_OTP
769184,0,1,G,F,32,N,76,76,0,BRANCH,Y,SMART_OTP
365670,0,1,G,M,33,N,72,67,5,MYVIB,Y,SMART_OTP
720939,0,1,G,F,22,N,45,45,0,BRANCH,Y,SMS
486793,0,1,G,M,27,N,38,32,6,BRANCH,Y,SMS
681426,0,1,G,M,24,N,25,25,0,BRANCH,Y,SMS
243144,0,1,G,M,35,Y,19,19,0,BRANCH,Y,SMART_OTP
724733,0,1,G,M,30,N,19,19,0,BRANCH,Y,SMS
549764,0,1,G,M,41,N,12,12,0,BRANCH,Y,SMART_OTP
344612,0,1,G,M,37,N,12,9,3,MYVIB,N,SMART_OTP
153629,0,1,G,M,29,N,6,6,0,BRANCH,Y,SMART_OTP
973746,0,1,G,F,26,N,6,1,5,BRANCH,N,SMS
94520,0,1,G,M,23,N,62,62,0,BRANCH,Y,SMART_OTP
523644,0,1,G,M,29,N,58,47,11,MYVIB,Y,SMART_OTP
439253,0,1,G,M,26,N,48,46,2,BRANCH,Y,SMART_OTP
313836,0,1,G,M,38,N,47,47,0,BRANCH,Y,SMART_OTP
933959,0,1,G,F,32,N,37,22,15,MYVIB,Y,SMART_OTP
349243,0,1,G,F,28,N,30,6,24,BRANCH,N,SMS
223097,0,1,G,M,27,N,12,4,8,BRANCH,Y,SMS
303386,0,1,G,M,23,N,41,41,0,BRANCH,Y,SMS
2188,0,1,G,F,24,N,40,40,0,BRANCH,N,SMART_OTP
755593,0,1,G,M,39,N,37,33,4,BRANCH,Y,SMART_OTP
256648,0,1,G,M,42,N,18,18,0,BRANCH,N,SMS
628543,0,1,G,M,28,N,16,11,5,BRANCH,N,SMART_OTP
938656,0,1,G,M,23,N,15,15,0,BRANCH,Y,SMS
573322,0,1,G,F,28,N,8,8,0,BRANCH,Y,SMART_OTP
677251,0,1,G,F,24,N,87,87,0,BRANCH,N,SMART_OTP
405953,0,1,G,F,19,N,82,82,0,BRANCH,Y,SMS
512052,0,1,G,F,21,N,85,85,0,BRANCH,Y,SMS
218954,0,1,G,M,30,N,69,69,0,BRANCH,Y,SMS
46727,0,1,G,F,22,N,41,41,0,BRANCH,N,SMS
824692,0,1,G,M,27,N,39,39,0,BRANCH,Y,SMART_OTP
821033,0,1,G,F,34,N,19,19,0,BRANCH,Y,SMART_OTP
801870,0,1,G,F,27,N,76,76,0,BRANCH,Y,SMS
910663,0,1,G,M,34,N,76,76,0,BRANCH,Y,SMART_OTP
877365,0,1,G,F,38,N,72,72,0,BRANCH,Y,SMART_OTP
469875,0,1,G,M,23,N,72,72,0,BRANCH,Y,SMART_OTP
738054,0,1,G,M,41,N,62,62,0,BRANCH,Y,SMART_OTP
93105,0,1,G,M,31,N,46,46,0,BRANCH,N,SMS
258986,0,1,G,M,25,N,45,45,0,BRANCH,Y,SMART_OTP
3693,0,1,G,M,19,N,31,31,0,BRANCH,Y,SMART_OTP
545613,0,1,G,M,28,N,26,11,15,BRANCH,N,SMART_OTP
232145,0,1,G,F,24,N,25,25,0,BRANCH,Y,SMS
496211,0,1,G,M,40,N,25,11,14,BRANCH,N,SMS
702429,0,1,G,M,30,N,25,25,0,BRANCH,Y,SMART_OTP
111664,0,1,G,M,28,N,19,19,0,BRANCH,N,SMART_OTP
878611,0,1,G,M,21,N,8,8,0,BRANCH,N,SMART_OTP
796666,0,1,G,M,31,N,67,59,8,MYVIB,Y,SMS
156012,0,1,G,M,29,N,58,58,0,BRANCH,N,SMS
150860,0,1,G,M,27,N,47,47,0,BRANCH,Y,SMART_OTP
328310,0,1,G,M,42,N,27,27,0,BRANCH,Y,SMART_OTP
178499,0,1,G,M,26,N,12,4,8,BRANCH,Y,SMART_OTP
305083,0,1,G,F,22,N,12,12,0,BRANCH,Y,SMART_OTP
359540,0,1,G,M,43,N,11,11,0,BRANCH,N,SMS
23751,0,1,G,F,30,N,41,37,4,BRANCH,N,SMART_OTP
830396,0,1,G,M,27,N,40,40,0,BRANCH,Y,SMS
318546,0,1,G,F,23,N,32,32,0,BRANCH,N,SMS
217266,0,1,G,M,28,N,74,74,0,BRANCH,Y,SMS
889727,0,1,G,M,19,N,74,74,0,BRANCH,Y,SMS
142276,0,1,G,F,22,N,80,75,5,BRANCH,Y,SMS
506179,0,1,G,M,44,N,69,69,0,BRANCH,Y,SMART_OTP
434925,0,1,G,F,39,N,39,39,0,BRANCH,Y,SMART_OTP
831520,0,1,G,M,37,N,87,86,1,BRANCH,N,SMS
77858,0,1,G,M,30,Y,78,78,0,BRANCH,Y,SMS
960855,0,1,G,M,31,N,76,76,0,BRANCH,Y,SMART_OTP
609259,0,1,G,M,29,N,64,64,0,BRANCH,N,SMS
442818,0,1,G,M,23,N,62,62,0,BRANCH,N,SMS
485101,0,1,G,M,31,N,69,40,29,BRANCH,N,SMART_OTP
449930,0,1,G,F,31,N,69,69,0,BRANCH,Y,SMS
335388,0,1,G,M,26,N,45,45,0,BRANCH,Y,SMART_OTP
393017,0,1,G,F,26,N,45,45,0,BRANCH,Y,SMART_OTP
500480,0,1,G,F,36,N,45,45,0,BRANCH,Y,SMART_OTP
629849,0,1,G,F,30,N,19,6,13,MYVIB,N,SMS
19586,0,1,G,F,26,N,19,18,1,BRANCH,N,SMS
448624,0,1,G,M,45,N,13,13,0,BRANCH,N,SMART_OTP
170272,0,1,G,M,29,N,12,12,0,BRANCH,N,SMART_OTP
37851,0,1,G,M,34,N,6,4,2,BRANCH,Y,SMART_OTP
389291,0,1,G,F,31,N,68,66,2,BRANCH,Y,SMART_OTP
630721,0,1,G,F,34,N,67,66,1,BRANCH,N,SMS
233273,1,0,B,M,30,N,67,66,1,BRANCH,N,SMS
975427,0,1,G,M,32,N,61,61,0,BRANCH,N,SMART_OTP
203341,0,1,G,M,21,N,48,48,0,BRANCH,Y,SMART_OTP
978184,0,1,G,M,27,N,47,47,0,BRANCH,Y,SMS
638322,0,1,G,F,26,N,46,46,0,BRANCH,Y,SMART_OTP
710124,0,1,G,F,26,N,46,46,0,BRANCH,Y,SMART_OTP
864760,0,1,G,F,26,N,46,46,0,BRANCH,N,SMART_OTP
662794,0,1,G,M,20,N,37,18,19,MYVIB,Y,SMS
249365,0,1,G,M,28,N,30,30,0,BRANCH,Y,SMS
711365,0,1,G,M,23,N,12,5,7,BRANCH,Y,SMS
922954,0,1,G,F,44,N,11,10,1,BRANCH,N,SMART_OTP
346269,0,1,G,M,31,N,11,11,0,BRANCH,N,SMART_OTP
838170,0,1,G,M,21,N,10,10,0,BRANCH,Y,SMART_OTP
761732,0,1,G,M,28,N,44,44,0,BRANCH,N,SMART_OTP
183546,0,1,G,F,35,N,39,39,0,BRANCH,N,SMART_OTP
148461,0,1,G,M,36,N,39,39,0,BRANCH,Y,SMS
875198,0,1,G,M,33,N,34,34,0,BRANCH,Y,SMART_OTP
832122,0,1,G,F,34,N,33,33,0,BRANCH,Y,SMART_OTP
668872,1,0,B,M,29,N,33,33,0,BRANCH,N,SMS
311514,0,1,G,M,65,N,16,13,3,BRANCH,Y,SMS
599933,0,1,G,M,26,Y,87,87,0,BRANCH,Y,SMART_OTP
976422,0,1,G,M,23,N,86,86,0,BRANCH,N,SMART_OTP
780553,0,1,G,M,37,N,80,80,0,BRANCH,N,SMART_OTP
634388,1,0,B,M,35,N,16,16,0,BRANCH,N,SMART_OTP
635180,0,1,G,M,29,N,12,12,0,BRANCH,Y,SMS
766228,0,1,G,M,38,N,83,33,50,BRANCH,Y,SMS
559859,0,1,G,F,37,N,88,88,0,BRANCH,Y,SMS
662334,0,1,G,F,29,N,79,61,18,BRANCH,Y,SMART_OTP
605617,1,0,B,F,26,N,79,79,0,BRANCH,N,SMS
421828,0,1,G,M,47,N,76,62,14,BRANCH,N,SMART_OTP
388831,1,0,B,M,20,N,72,72,0,BRANCH,Y,SMS
147520,0,1,G,F,39,N,65,65,0,BRANCH,Y,SMS
162128,0,1,G,F,28,N,87,12,75,BRANCH,N,SMS
188722,0,1,G,F,24,N,78,25,53,BRANCH,N,SMS
139181,0,1,G,M,29,N,32,32,0,BRANCH,Y,SMART_OTP
901339,1,0,B,M,37,N,6,4,2,BRANCH,Y,SMS
887517,0,1,G,F,28,N,6,6,0,BRANCH,N,SMART_OTP
915538,0,1,G,M,27,N,67,67,0,BRANCH,N,SMART_OTP
532105,0,1,G,F,42,N,66,66,0,BRANCH,Y,SMART_OTP
849939,1,0,B,M,30,N,62,62,0,BRANCH,Y,SMS
433900,0,1,G,F,35,N,61,61,0,BRANCH,N,SMART_OTP
104333,0,1,G,F,26,N,61,61,0,BRANCH,Y,SMS
840987,1,0,B,F,38,N,61,61,0,BRANCH,Y,SMART_OTP
269184,1,0,B,M,23,N,61,60,1,BRANCH,N,SMS
333517,0,1,G,F,29,N,58,58,0,BRANCH,Y,SMART_OTP
563654,0,1,G,M,29,N,48,46,2,BRANCH,Y,SMS
816292,1,0,B,F,32,N,48,48,0,BRANCH,N,SMS
309333,0,1,G,M,19,N,47,47,0,BRANCH,Y,SMART_OTP
671729,0,1,G,F,29,N,37,34,3,BRANCH,Y,SMART_OTP
814603,1,0,B,M,33,N,37,30,7,BRANCH,N,SMS
836230,0,1,G,F,25,N,34,33,1,BRANCH,Y,SMART_OTP
1215,0,1,G,F,22,N,34,19,15,BRANCH,Y,SMART_OTP
39110,0,1,G,M,28,N,34,22,12,BRANCH,Y,SMS
341434,0,1,G,F,26,N,33,33,0,BRANCH,Y,SMS
229814,0,1,G,F,24,N,29,29,0,BRANCH,Y,SMART_OTP
307314,0,1,G,F,23,Y,27,27,0,BRANCH,Y,SMART_OTP
852229,0,1,G,F,28,N,11,11,0,BRANCH,Y,SMS
590199,0,1,G,F,26,N,34,34,0,BRANCH,Y,SMS
69375,0,1,G,F,36,N,33,33,0,BRANCH,Y,SMART_OTP
836277,0,1,G,M,36,N,32,32,0,BRANCH,N,SMART_OTP
967533,0,1,G,F,33,N,17,15,2,BRANCH,N,SMART_OTP
429698,0,1,G,F,29,N,16,12,4,BRANCH,Y,SMS
24066,0,1,G,M,38,N,12,5,7,BRANCH,Y,SMART_OTP
89133,0,1,G,M,29,N,11,6,5,BRANCH,Y,SMART_OTP
545921,0,1,G,M,33,N,83,83,0,BRANCH,Y,SMS
