CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,TRANS_NO,TRANS_AMT_MAX,TRANS_AMT_MIN,TRANS_AMT_SUM,TRANS_AMT_AVG,TRANS_DATE,TRANS_WDAY,TRANS_HOUR,TRANS_LV1_TYPE,TRANS_LV2_TYPE
33162,2,0,1,G,0,0,0,0,0,0,0,1,0,0
916169,2,0,1,G,0,0,0,0,0,0,0,1,0,0
488651,2,0,1,G,0,0,0,0,0,0,0,1,0,0
53531,2,0,1,G,0,0,0,0,0,0,0,1,0,0
879233,2,0,1,G,0,0,0,0,0,0,0,1,0,0
401591,2,0,1,G,0,0,0,0,0,0,0,1,0,0
11842,2,0,1,G,0,0,0,0,0,0,0,1,0,0
170406,2,0,1,G,0,0,0,0,0,0,0,1,0,0
390564,2,0,1,G,0,0,0,0,0,0,0,1,0,0
1215,2,0,1,G,0,0,0,0,0,0,0,1,0,0
319446,2,0,1,G,0,0,0,0,0,0,0,1,0,0
882556,2,0,1,G,0,0,0,0,0,0,0,1,0,0
39225,2,0,1,G,0,0,0,0,0,0,0,1,0,0
27790,2,0,1,G,0,0,0,0,0,0,0,1,0,0
966360,2,0,1,G,0,0,0,0,0,0,0,1,0,0
760421,2,0,1,G,0,0,0,0,0,0,0,1,0,0
800921,2,0,1,G,0,0,0,0,0,0,0,1,0,0
740622,2,0,1,G,1,29800000,29800000,29800000,29800000,1,1,1,1,1
586557,2,0,1,G,3,650000,4200,779200,259733.3333,2,2,3,1,1
100866,2,0,1,G,0,0,0,0,0,0,0,1,0,0
297784,2,0,1,G,1,1859900,1859900,1859900,1859900,1,1,1,1,1
140719,2,0,1,G,2,456000000,220000000,676000000,338000000,2,2,2,1,1
303531,2,0,1,G,0,0,0,0,0,0,0,1,0,0
266967,2,0,1,G,0,0,0,0,0,0,0,1,0,0
451697,2,0,1,G,1,1130000,1130000,1130000,1130000,1,1,1,1,1
780553,2,0,1,G,2,10000000,3000000,13000000,6500000,2,2,2,1,2
379190,2,0,1,G,0,0,0,0,0,0,0,1,0,0
517623,2,0,1,G,3,1400000,480000,2360000,940000,2,2,2,1,1
948237,2,0,1,G,2,4600000,1900000,6500000,3250000,2,2,2,1,1
188061,2,0,1,G,0,0,0,0,0,0,0,1,0,0
976220,2,0,1,G,1,2500000,2500000,2500000,2500000,1,1,1,1,1
780918,2,0,1,G,0,0,0,0,0,0,0,1,0,0
397705,2,0,1,G,2,39900000,65490,39965490,19982745,2,2,2,1,1
42081,2,0,1,G,0,0,0,0,0,0,0,1,0,0
777475,2,0,1,G,0,0,0,0,0,0,0,1,0,0
375994,2,0,1,G,0,0,0,0,0,0,0,1,0,0
491217,2,1,0,B,0,0,0,0,0,0,0,1,0,0
575821,2,0,1,G,0,0,0,0,0,0,0,1,0,0
342245,2,0,1,G,0,0,0,0,0,0,0,1,0,0
180368,2,0,1,G,0,0,0,0,0,0,0,1,0,0
637529,2,0,1,G,0,0,0,0,0,0,0,1,0,0
324002,2,0,1,G,0,0,0,0,0,0,0,1,0,0
490801,2,0,1,G,0,0,0,0,0,0,0,1,0,0
558197,2,0,1,G,3,3000000,700000,5700000,1900000,3,3,3,1,1
557984,2,0,1,G,0,0,0,0,0,0,0,1,0,0
224581,2,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
216293,2,1,0,B,0,0,0,0,0,0,0,1,0,0
402533,2,0,1,G,0,0,0,0,0,0,0,1,0,0
357938,2,0,1,G,0,0,0,0,0,0,0,1,0,0
200711,2,1,0,B,3,170000,40000,310000,103333.3333,3,2,3,1,1
770683,2,0,1,G,3,4000000,2000000,10000000,3333333.333,3,3,3,1,2
836328,2,0,1,G,1,7000000,7000000,7000000,7000000,1,1,1,1,1
354060,2,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
515548,2,0,1,G,0,0,0,0,0,0,0,1,0,0
866846,2,1,0,B,2,3266000,957000,4223000,2111500,2,2,2,1,1
128240,2,0,1,G,0,0,0,0,0,0,0,1,0,0
314752,2,0,1,G,0,0,0,0,0,0,0,1,0,0
138719,2,0,1,G,1,5000000,5000000,5000000,5000000,1,1,1,1,1
930910,2,0,1,G,1,500000,500000,500000,500000,1,1,1,1,1
828488,2,1,0,B,4,200000,10000,393000,100500,3,3,3,1,1
160696,2,0,1,G,4,14900000,10000,14930000,4973333.333,2,2,3,2,2
818237,2,0,1,G,2,12500000,50000,12550000,6275000,2,2,2,2,2
468503,2,0,1,G,5,1107740,20000,1727740,345548,5,4,5,2,2
291000,2,0,1,G,3,40000000,10000000,77000000,25666666.67,2,2,3,1,1
622984,2,0,1,G,3,10650000,1300000,22600000,5975000,2,2,2,1,1
232681,2,0,1,G,3,20000,20000,60000,20000,2,1,2,1,1
999224,2,0,1,G,1,20000,20000,20000,20000,1,1,1,1,1
615350,2,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
826500,2,0,1,G,0,0,0,0,0,0,0,1,0,0
161376,2,0,1,G,0,0,0,0,0,0,0,1,0,0
11477,2,0,1,G,0,0,0,0,0,0,0,1,0,0
91021,2,0,1,G,56,71797244.33,500000,849636126,14328822.08,19,7,42,3,4
472405,2,0,1,G,12,2000000,100000,8093483,724348.3,8,5,9,3,4
871921,2,0,1,G,4,10000000,426711,12826711,3206677.75,4,3,4,2,3
742952,2,0,1,G,0,0,0,0,0,0,0,1,0,0
757811,2,0,1,G,0,0,0,0,0,0,0,1,0,0
87621,2,0,1,G,1,4377635,4377635,4377635,4377635,1,1,1,1,1
487469,2,0,1,G,4,33925800,1512875,101494675,22822225,3,3,3,1,1
871743,2,0,1,G,2,1000000,500000,1500000,750000,1,1,2,1,1
806250,2,0,1,G,0,0,0,0,0,0,0,1,0,0
923387,2,0,1,G,0,0,0,0,0,0,0,1,0,0
460902,2,0,1,G,1,100000,100000,100000,100000,1,1,1,1,1
519057,2,0,1,G,2,250000,50000,300000,150000,2,2,2,1,1
105812,2,0,1,G,1,350000,350000,350000,350000,1,1,1,1,1
885039,2,0,1,G,3,14000000,7500000,29000000,10750000,1,1,2,1,1
469200,2,0,1,G,0,0,0,0,0,0,0,1,0,0
519509,2,0,1,G,1,360000,360000,360000,360000,1,1,1,1,1
162890,2,0,1,G,12,2064851,319270,14460600,1095235.45,7,5,10,2,2
753381,2,0,1,G,0,0,0,0,0,0,0,1,0,0
847327,2,1,0,B,2,5000000,1300000,6300000,3150000,2,1,2,1,1
632268,2,0,1,G,0,0,0,0,0,0,0,1,0,0
425606,2,0,1,G,0,0,0,0,0,0,0,1,0,0
671831,2,0,1,G,0,0,0,0,0,0,0,1,0,0
604232,2,0,1,G,0,0,0,0,0,0,0,1,0,0
136910,2,0,1,G,0,0,0,0,0,0,0,1,0,0
516194,2,0,1,G,1,200000,200000,200000,200000,1,1,1,1,1
368378,2,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
428172,2,0,1,G,3,33332000,968000,64300000,21433333.33,3,3,3,1,2
427714,2,0,1,G,4,4000000,200000,6260000,2020000,3,3,3,2,2
878884,2,0,1,G,4,40000,10000,80000,23333.33333,2,2,2,2,3
545047,2,0,1,G,6,10000000,100000,20700000,3240000,5,4,5,2,2
678751,2,0,1,G,0,0,0,0,0,0,0,1,0,0
950387,2,0,1,G,2,50000,50000,100000,50000,2,2,2,1,1
879079,2,0,1,G,0,0,0,0,0,0,0,1,0,0
186641,2,0,1,G,0,0,0,0,0,0,0,1,0,0
638100,2,0,1,G,0,0,0,0,0,0,0,1,0,0
248478,2,0,1,G,3,50000,10000,90000,30000,2,2,2,2,2
331550,2,0,1,G,3,2000000,250000,2850000,950000,3,3,3,1,1
202844,2,0,1,G,4,50000000,1500000,54900000,13725000,4,3,4,1,2
86074,2,0,1,G,3,4500000,324000,6824000,2274666.667,3,2,3,1,1
195974,2,0,1,G,9,2000000,20000,7765000,968125,6,5,8,2,2
156437,2,0,1,G,7,400000,100000,1900000,271428.5714,6,3,7,2,2
377423,2,0,1,G,0,0,0,0,0,0,0,1,0,0
795761,2,0,1,G,5,1490105,50000,2211438,442287.6,4,4,5,2,2
246436,2,0,1,G,6,5000000,20000,9220000,1536666.667,5,4,6,3,3
724589,2,0,1,G,2,350000,10000,360000,180000,2,2,2,2,2
453966,2,0,1,G,0,0,0,0,0,0,0,1,0,0
517631,2,0,1,G,3,200000,100000,400000,133333.3333,3,3,3,1,2
245759,2,0,1,G,0,0,0,0,0,0,0,1,0,0
702334,2,0,1,G,1,1300000,1300000,1300000,1300000,1,1,1,1,1
396430,2,0,1,G,0,0,0,0,0,0,0,1,0,0
227530,2,0,1,G,0,0,0,0,0,0,0,1,0,0
169180,2,0,1,G,0,0,0,0,0,0,0,1,0,0
451756,2,0,1,G,0,0,0,0,0,0,0,1,0,0
192880,2,0,1,G,0,0,0,0,0,0,0,1,0,0
495671,2,0,1,G,0,0,0,0,0,0,0,1,0,0
938628,2,0,1,G,0,0,0,0,0,0,0,1,0,0
524696,2,0,1,G,0,0,0,0,0,0,0,1,0,0
266201,2,0,1,G,0,0,0,0,0,0,0,1,0,0
63256,2,1,0,B,1,10000,10000,10000,10000,1,1,1,1,1
272927,2,0,1,G,1,2315000,2315000,2315000,2315000,1,1,1,1,1
486302,2,0,1,G,0,0,0,0,0,0,0,1,0,0
185060,2,0,1,G,0,0,0,0,0,0,0,1,0,0
114517,2,0,1,G,0,0,0,0,0,0,0,1,0,0
834610,2,0,1,G,0,0,0,0,0,0,0,1,0,0
56456,2,0,1,G,0,0,0,0,0,0,0,1,0,0
468844,2,0,1,G,0,0,0,0,0,0,0,1,0,0
478380,2,0,1,G,1,20000,20000,20000,20000,1,1,1,1,1
879019,2,0,1,G,1,5280000,5280000,5280000,5280000,1,1,1,1,1
110641,2,1,0,B,20,22340000,500000,135639623,8222136.125,3,2,4,1,1
911596,2,0,1,G,0,0,0,0,0,0,0,1,0,0
567227,2,0,1,G,6,50000000,2500000,152500000,25500000,5,3,5,1,1
429865,2,0,1,G,2,500000,300000,800000,400000,2,2,2,2,2
796186,2,0,1,G,3,200000000,10000,200130000,66710000,2,2,3,2,2
955105,2,0,1,G,0,0,0,0,0,0,0,1,0,0
85887,2,0,1,G,2,20000000,15000000,35000000,17500000,2,1,2,1,1
780381,2,0,1,G,0,0,0,0,0,0,0,1,0,0
154218,2,0,1,G,0,0,0,0,0,0,0,1,0,0
45982,2,0,1,G,0,0,0,0,0,0,0,1,0,0
645053,2,0,1,G,1,10000,10000,10000,10000,1,1,1,1,1
666409,2,0,1,G,0,0,0,0,0,0,0,1,0,0
10448,2,0,1,G,1,10000,10000,10000,10000,1,1,1,1,1
925638,2,0,1,G,3,2133333.333,2133333.333,6400000,2133333.333,1,1,1,1,1
458641,2,0,1,G,0,0,0,0,0,0,0,1,0,0
459578,2,0,1,G,0,0,0,0,0,0,0,1,0,0
211651,2,0,1,G,0,0,0,0,0,0,0,1,0,0
86601,2,0,1,G,0,0,0,0,0,0,0,1,0,0
464235,2,1,0,B,0,0,0,0,0,0,0,1,0,0
636415,2,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
416611,2,0,1,G,0,0,0,0,0,0,0,1,0,0
157686,2,0,1,G,0,0,0,0,0,0,0,1,0,0
118565,2,0,1,G,0,0,0,0,0,0,0,1,0,0
471818,2,0,1,G,1,3000000,3000000,3000000,3000000,1,1,1,1,1
857648,2,0,1,G,0,0,0,0,0,0,0,1,0,0
243718,2,1,0,B,1,3250000,3250000,3250000,3250000,1,1,1,1,1
454799,2,0,1,G,0,0,0,0,0,0,0,1,0,0
968112,2,0,1,G,0,0,0,0,0,0,0,1,0,0
564446,2,0,1,G,0,0,0,0,0,0,0,1,0,0
445892,2,0,1,G,10,6600000,30000,12097000,1209700,7,5,10,2,3
443523,2,0,1,G,2,50000,50000,100000,50000,2,2,2,1,1
741440,2,1,0,B,0,0,0,0,0,0,0,1,0,0
40850,2,0,1,G,1,1950000,1950000,1950000,1950000,1,1,1,1,1
244651,2,0,1,G,0,0,0,0,0,0,0,1,0,0
270591,2,0,1,G,0,0,0,0,0,0,0,1,0,0
193524,2,0,1,G,0,0,0,0,0,0,0,1,0,0
401631,2,0,1,G,4,50000000,108000,125108000,31277000,3,3,4,1,1
353758,2,0,1,G,3,210000,10000,420000,140000,3,3,3,1,1
358654,2,0,1,G,0,0,0,0,0,0,0,1,0,0
881062,2,1,0,B,0,0,0,0,0,0,0,1,0,0
981540,2,0,1,G,3,23000000,174340,23978383,7992794.333,3,3,3,2,2
285302,2,0,1,G,6,1700000,36666.66667,1910000,595555.5556,3,3,3,2,2
957317,2,0,1,G,0,0,0,0,0,0,0,1,0,0
648167,2,1,0,B,5,2500000,10000,3510000,702000,4,4,5,2,3
608969,2,1,0,B,0,0,0,0,0,0,0,1,0,0
822277,2,0,1,G,0,0,0,0,0,0,0,1,0,0
549912,2,0,1,G,0,0,0,0,0,0,0,1,0,0
150225,2,0,1,G,0,0,0,0,0,0,0,1,0,0
874428,2,0,1,G,0,0,0,0,0,0,0,1,0,0
518100,2,0,1,G,0,0,0,0,0,0,0,1,0,0
881861,2,0,1,G,0,0,0,0,0,0,0,1,0,0
487100,2,0,1,G,0,0,0,0,0,0,0,1,0,0
204542,2,0,1,G,0,0,0,0,0,0,0,1,0,0
483756,2,0,1,G,0,0,0,0,0,0,0,1,0,0
9303,2,0,1,G,0,0,0,0,0,0,0,1,0,0
425305,2,0,1,G,0,0,0,0,0,0,0,1,0,0
337725,2,0,1,G,0,0,0,0,0,0,0,1,0,0
455953,2,1,0,B,0,0,0,0,0,0,0,1,0,0
921084,2,0,1,G,0,0,0,0,0,0,0,1,0,0
637261,2,0,1,G,0,0,0,0,0,0,0,1,0,0
10276,2,0,1,G,4,50000000,100000,80200000,20050000,3,3,3,2,3
169772,2,0,1,G,8,1000000,35750,2078100,291764.2857,4,4,7,2,3
834445,2,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
619496,2,0,1,G,0,0,0,0,0,0,0,1,0,0
97101,2,0,1,G,1,600000,600000,600000,600000,1,1,1,1,1
658657,2,0,1,G,13,5000000,69000,33069000,2301727.273,6,5,11,1,2
591583,2,0,1,G,3,10000000,200000,18200000,6066666.667,2,2,3,2,2
345802,2,0,1,G,0,0,0,0,0,0,0,1,0,0
962911,2,1,0,B,0,0,0,0,0,0,0,1,0,0
897435,2,1,0,B,0,0,0,0,0,0,0,1,0,0
112571,2,0,1,G,4,4316944,561802,8331746,2082936.5,4,4,4,2,3
910663,2,0,1,G,3,54500,10000,89500,29833.33333,2,2,3,1,1
118682,2,0,1,G,2,100000,50000,150000,75000,2,2,2,1,1
385854,2,0,1,G,2,800000,10000,810000,405000,2,2,2,2,2
929144,2,0,1,G,3,2160000,100000,3030000,1010000,3,3,3,2,3
160784,2,0,1,G,5,13000000,60950,14120950,2824190,4,4,5,3,3
381676,2,1,0,B,3,100000,20000,170000,56666.66667,3,3,3,1,1
18313,2,0,1,G,2,5500000,5500000,11000000,5500000,1,1,1,1,1
96992,2,0,1,G,1,39950000,39950000,39950000,39950000,1,1,1,1,1
759133,2,0,1,G,0,0,0,0,0,0,0,1,0,0
538845,2,0,1,G,0,0,0,0,0,0,0,1,0,0
602630,2,0,1,G,0,0,0,0,0,0,0,1,0,0
400854,2,0,1,G,0,0,0,0,0,0,0,1,0,0
33892,2,0,1,G,0,0,0,0,0,0,0,1,0,0
218799,2,0,1,G,0,0,0,0,0,0,0,1,0,0
654984,2,0,1,G,2,50000,50000,100000,50000,2,2,2,1,1
468751,2,0,1,G,2,500000,10000,510000,255000,2,2,2,2,2
40041,2,0,1,G,3,1500000,20000,1770000,590000,3,3,3,2,2
491810,2,0,1,G,3,100000,50000,250000,83333.33333,3,3,3,1,1
319027,2,0,1,G,2,51500000,10000,51510000,25755000,2,2,2,2,2
321121,2,0,1,G,0,0,0,0,0,0,0,1,0,0
13578,2,0,1,G,0,0,0,0,0,0,0,1,0,0
987258,2,0,1,G,1,200000,200000,200000,200000,1,1,1,1,1
125418,2,0,1,G,2,2500000,290000,2790000,1395000,1,1,2,1,1
733994,2,0,1,G,0,0,0,0,0,0,0,1,0,0
326718,2,0,1,G,0,0,0,0,0,0,0,1,0,0
613958,2,0,1,G,8,50000000,300000,77383495,9672936.875,5,4,8,3,3
195679,2,0,1,G,3,2200000,20000,4420000,1110000,1,1,2,2,2
947474,2,0,1,G,7,11000000,100000,25800000,3685714.286,4,3,7,2,2
528173,2,0,1,G,0,0,0,0,0,0,0,1,0,0
55634,2,0,1,G,7,266666666.7,100000,801505000,53634333.33,3,3,5,2,3
261724,2,0,1,G,3,500000,165000,1035000,345000,3,3,3,1,1
388982,2,0,1,G,1,10000,10000,10000,10000,1,1,1,1,1
728107,2,0,1,G,0,0,0,0,0,0,0,1,0,0
794461,2,0,1,G,0,0,0,0,0,0,0,1,0,0
546235,2,0,1,G,1,30000,30000,30000,30000,1,1,1,1,1
308573,2,0,1,G,0,0,0,0,0,0,0,1,0,0
247201,2,0,1,G,0,0,0,0,0,0,0,1,0,0
685062,2,0,1,G,0,0,0,0,0,0,0,1,0,0
392368,2,0,1,G,0,0,0,0,0,0,0,1,0,0
222466,2,0,1,G,3,590000,20000,810000,270000,3,3,3,2,2
765924,2,0,1,G,1,3925400,3925400,3925400,3925400,1,1,1,1,1
459878,2,0,1,G,1,50000,50000,50000,50000,1,1,1,1,1
244543,2,0,1,G,0,0,0,0,0,0,0,1,0,0
734839,2,0,1,G,0,0,0,0,0,0,0,1,0,0
362764,2,0,1,G,0,0,0,0,0,0,0,1,0,0
755899,2,0,1,G,2,10000,10000,20000,10000,1,1,2,1,1
20188,2,0,1,G,3,1800000,10000,3210000,1070000,1,1,2,2,2
487641,2,0,1,G,0,0,0,0,0,0,0,1,0,0
790449,2,0,1,G,0,0,0,0,0,0,0,1,0,0
159431,2,0,1,G,0,0,0,0,0,0,0,1,0,0
406613,2,0,1,G,0,0,0,0,0,0,0,1,0,0
123060,2,0,1,G,0,0,0,0,0,0,0,1,0,0
991843,2,0,1,G,0,0,0,0,0,0,0,1,0,0
528683,2,0,1,G,0,0,0,0,0,0,0,1,0,0
837803,2,0,1,G,0,0,0,0,0,0,0,1,0,0
714102,2,0,1,G,3,2300000,100000,2500000,833333.3333,1,1,3,2,2
164966,2,0,1,G,0,0,0,0,0,0,0,1,0,0
572200,2,0,1,G,0,0,0,0,0,0,0,1,0,0
542693,2,0,1,G,0,0,0,0,0,0,0,1,0,0
777973,2,0,1,G,0,0,0,0,0,0,0,1,0,0
815226,2,0,1,G,0,0,0,0,0,0,0,1,0,0
400403,2,0,1,G,0,0,0,0,0,0,0,1,0,0
199778,2,0,1,G,0,0,0,0,0,0,0,1,0,0
69879,2,0,1,G,0,0,0,0,0,0,0,1,0,0
937756,2,0,1,G,0,0,0,0,0,0,0,1,0,0
225798,2,0,1,G,0,0,0,0,0,0,0,1,0,0
348422,2,0,1,G,0,0,0,0,0,0,0,1,0,0
536556,2,0,1,G,0,0,0,0,0,0,0,1,0,0
209761,2,0,1,G,0,0,0,0,0,0,0,1,0,0
467445,2,0,1,G,0,0,0,0,0,0,0,1,0,0
585824,2,0,1,G,6,3000000,10000,3282000,547000,5,3,6,2,3
23302,2,0,1,G,5,1000000,1000,1109000,221800,5,4,5,1,2
618884,2,0,1,G,7,50000000,1000000,251000000,37666666.67,6,5,6,1,1
953623,2,0,1,G,8,5000000,350000,12250000,1531250,6,4,8,1,2
951771,2,0,1,G,8,5400000,560000,22160000,2770000,7,4,8,1,1
38406,2,0,1,G,7,6000000,800000,20468000,3003000,5,4,6,1,2
748731,2,1,0,B,0,0,0,0,0,0,0,1,0,0
598651,2,0,1,G,6,1000000,100000,3100000,516666.6667,4,3,5,2,2
899548,2,0,1,G,0,0,0,0,0,0,0,1,0,0
196050,2,0,1,G,0,0,0,0,0,0,0,1,0,0
176315,2,0,1,G,1,8804933,8804933,8804933,8804933,1,1,1,1,1
151275,2,0,1,G,0,0,0,0,0,0,0,1,0,0
660102,2,0,1,G,0,0,0,0,0,0,0,1,0,0
894796,2,1,0,B,0,0,0,0,0,0,0,1,0,0
37812,2,0,1,G,1,68000000,68000000,68000000,68000000,1,1,1,1,1
641921,2,0,1,G,1,5900000,5900000,5900000,5900000,1,1,1,1,1
830201,2,0,1,G,0,0,0,0,0,0,0,1,0,0
558205,2,0,1,G,0,0,0,0,0,0,0,1,0,0
380343,2,0,1,G,0,0,0,0,0,0,0,1,0,0
487616,2,0,1,G,0,0,0,0,0,0,0,1,0,0
198949,2,0,1,G,0,0,0,0,0,0,0,1,0,0
452616,2,0,1,G,0,0,0,0,0,0,0,1,0,0
828709,2,0,1,G,0,0,0,0,0,0,0,1,0,0
261942,2,0,1,G,4,2500000,75000,2977000,744250,4,4,4,2,2
776951,2,0,1,G,0,0,0,0,0,0,0,1,0,0
453824,2,1,0,B,3,16900000,2800000,36600000,12200000,2,2,3,1,1
722696,2,0,1,G,2,10000000,2847240,12847240,6423620,2,2,2,1,1
165523,2,0,1,G,0,0,0,0,0,0,0,1,0,0
927249,2,0,1,G,0,0,0,0,0,0,0,1,0,0
991440,2,0,1,G,0,0,0,0,0,0,0,1,0,0
7913,2,0,1,G,0,0,0,0,0,0,0,1,0,0
118389,2,0,1,G,0,0,0,0,0,0,0,1,0,0
193201,2,0,1,G,3,12000000,7500000,29500000,9833333.333,3,3,3,1,1
879226,2,0,1,G,4,595000,10000,1250000,218333.3333,3,3,3,2,2
386462,2,1,0,B,1,12800000,12800000,12800000,12800000,1,1,1,1,1
682859,2,0,1,G,1,554624,554624,554624,554624,1,1,1,1,1
690834,2,0,1,G,0,0,0,0,0,0,0,1,0,0
637265,2,0,1,G,1,20000,20000,20000,20000,1,1,1,1,1
490898,2,0,1,G,3,40000000,26480000,92980000,30993333.33,3,3,3,1,1
144436,2,0,1,G,1,400000,400000,400000,400000,1,1,1,1,1
983410,2,0,1,G,1,350000,350000,350000,350000,1,1,1,1,1
390818,2,0,1,G,0,0,0,0,0,0,0,1,0,0
240966,2,0,1,G,0,0,0,0,0,0,0,1,0,0
731706,2,0,1,G,0,0,0,0,0,0,0,1,0,0
451388,2,0,1,G,3,1000000,50000,1150000,383333.3333,3,3,3,2,2
25960,2,0,1,G,0,0,0,0,0,0,0,1,0,0
233887,2,0,1,G,0,0,0,0,0,0,0,1,0,0
512052,2,0,1,G,8,1040000,10000,3596000,365142.8571,6,3,7,2,3
507839,2,0,1,G,10,35000000,1000000,226610000,23234444.44,8,6,9,1,1
785879,2,0,1,G,0,0,0,0,0,0,0,1,0,0
801756,2,0,1,G,0,0,0,0,0,0,0,1,0,0
126134,2,0,1,G,0,0,0,0,0,0,0,1,0,0
834449,2,0,1,G,0,0,0,0,0,0,0,1,0,0
866528,2,0,1,G,7,46000000,47500,138648500,22580583.33,5,4,6,2,2
28208,2,0,1,G,6,4450000,15000,4715000,1161250,4,3,4,2,2
822689,2,0,1,G,7,30000000,100000,84200000,12028571.43,6,3,7,1,1
379694,2,0,1,G,1,580000,580000,580000,580000,1,1,1,1,1
300145,2,0,1,G,0,0,0,0,0,0,0,1,0,0
487200,2,0,1,G,4,5000000,100000,6600000,1650000,3,3,4,2,3
268674,2,0,1,G,59,5000000,80000,26600000,483404.2553,18,7,47,2,2
311061,2,0,1,G,0,0,0,0,0,0,0,1,0,0
332496,2,0,1,G,0,0,0,0,0,0,0,1,0,0
57797,2,0,1,G,0,0,0,0,0,0,0,1,0,0
268160,2,0,1,G,0,0,0,0,0,0,0,1,0,0
313194,2,0,1,G,0,0,0,0,0,0,0,1,0,0
268506,2,0,1,G,0,0,0,0,0,0,0,1,0,0
198694,2,0,1,G,2,10000,10000,20000,10000,2,2,2,1,2
709434,2,0,1,G,1,300000,300000,300000,300000,1,1,1,1,1
608854,2,0,1,G,0,0,0,0,0,0,0,1,0,0
440799,2,0,1,G,1,3400000,3400000,3400000,3400000,1,1,1,1,1
700441,2,0,1,G,2,3500000,100000,3600000,1800000,2,2,2,2,2
713042,2,0,1,G,0,0,0,0,0,0,0,1,0,0
389571,2,0,1,G,0,0,0,0,0,0,0,1,0,0
120939,2,0,1,G,0,0,0,0,0,0,0,1,0,0
103872,2,0,1,G,0,0,0,0,0,0,0,1,0,0
26015,2,0,1,G,0,0,0,0,0,0,0,1,0,0
108416,2,0,1,G,2,4900000,4900000,9800000,4900000,1,1,1,1,1
318469,2,0,1,G,0,0,0,0,0,0,0,1,0,0
43396,2,0,1,G,1,2000000,2000000,2000000,2000000,1,1,1,1,1
187986,2,0,1,G,0,0,0,0,0,0,0,1,0,0
102899,2,0,1,G,2,10000,10000,20000,10000,1,1,1,1,1
877365,2,0,1,G,0,0,0,0,0,0,0,1,0,0
334120,2,0,1,G,1,45000000,45000000,45000000,45000000,1,1,1,1,1
10765,2,0,1,G,0,0,0,0,0,0,0,1,0,0
206833,2,1,0,B,1,130000000,130000000,130000000,130000000,1,1,1,1,1
791201,2,0,1,G,1,10000,10000,10000,10000,1,1,1,1,1
58391,2,0,1,G,0,0,0,0,0,0,0,1,0,0
832122,2,0,1,G,0,0,0,0,0,0,0,1,0,0
602180,2,0,1,G,0,0,0,0,0,0,0,1,0,0
217778,2,0,1,G,0,0,0,0,0,0,0,1,0,0
645864,2,0,1,G,0,0,0,0,0,0,0,1,0,0
856340,2,0,1,G,1,750000,750000,750000,750000,1,1,1,1,1
289905,2,0,1,G,0,0,0,0,0,0,0,1,0,0
282323,2,0,1,G,3,5000000,1000000,7000000,2333333.333,1,1,3,1,2
807736,2,0,1,G,0,0,0,0,0,0,0,1,0,0
715354,2,0,1,G,0,0,0,0,0,0,0,1,0,0
673730,2,0,1,G,0,0,0,0,0,0,0,1,0,0
924261,2,0,1,G,0,0,0,0,0,0,0,1,0,0
126107,2,1,0,B,0,0,0,0,0,0,0,1,0,0
66639,2,0,1,G,0,0,0,0,0,0,0,1,0,0
2188,2,0,1,G,0,0,0,0,0,0,0,1,0,0
491725,2,0,1,G,0,0,0,0,0,0,0,1,0,0
513824,2,0,1,G,0,0,0,0,0,0,0,1,0,0
231882,2,0,1,G,0,0,0,0,0,0,0,1,0,0
225229,2,0,1,G,0,0,0,0,0,0,0,1,0,0
135288,2,0,1,G,0,0,0,0,0,0,0,1,0,0
614327,2,0,1,G,8,3000000,20000,3520000,477857.1429,7,6,7,2,2
131939,2,0,1,G,5,1100000,20000,1690000,413750,3,3,4,2,2
348751,2,0,1,G,0,0,0,0,0,0,0,1,0,0
727052,2,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
687857,2,0,1,G,0,0,0,0,0,0,0,1,0,0
638047,2,0,1,G,2,600000,10000,610000,305000,2,2,2,2,2
933675,2,0,1,G,5,50000000,920000,67920000,13584000,4,3,5,1,2
76376,2,0,1,G,0,0,0,0,0,0,0,1,0,0
368388,2,0,1,G,5,3000000,250000,6750000,1350000,4,4,5,1,2
102456,2,0,1,G,0,0,0,0,0,0,0,1,0,0
915538,2,0,1,G,1,5000000,5000000,5000000,5000000,1,1,1,1,1
800944,2,0,1,G,1,1000000,1000000,1000000,1000000,1,1,1,1,1
320630,2,0,1,G,2,5000000,2300000,7300000,3650000,2,2,2,1,2
981410,2,0,1,G,1,18160000,18160000,18160000,18160000,1,1,1,1,1
177852,2,0,1,G,1,10000000,10000000,10000000,10000000,1,1,1,1,1
809085,2,0,1,G,0,0,0,0,0,0,0,1,0,0
414358,2,0,1,G,0,0,0,0,0,0,0,1,0,0
826350,2,0,1,G,4,50000000,15000000,105000000,28333333.33,3,3,3,1,1
755488,2,0,1,G,0,0,0,0,0,0,0,1,0,0
662463,2,0,1,G,3,2000000,200000,2500000,833333.3333,3,2,3,1,1
553596,2,1,0,B,0,0,0,0,0,0,0,1,0,0
977783,2,0,1,G,0,0,0,0,0,0,0,1,0,0
