CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,ACTIVITY_M_NO,ACTIVITY_M_DATE,ACTIVITY_M_WDAY,ACTIVITY_M_HOUR,ACTIVITY_M_NAME,ACTIVITY_NO,ACTIVITY_DATE,ACTIVITY_WDAY,ACTIVITY_HOUR,ACTIVITY_NAME
575993,2,0,1,G,0,0,0,1,0,0,0,0,1,0
666778,2,0,1,G,0,0,0,1,0,0,0,0,1,0
940086,2,0,1,G,0,0,0,1,0,0,0,0,1,0
447960,2,0,1,G,0,0,0,1,0,0,0,0,1,0
737006,2,0,1,G,0,0,0,1,0,0,0,0,1,0
956961,2,0,1,G,0,0,0,1,0,0,0,0,1,0
736291,2,0,1,G,0,0,0,1,0,0,0,0,1,0
683823,2,0,1,G,0,0,0,1,0,0,0,0,1,0
766061,2,0,1,G,0,0,0,1,0,0,0,0,1,0
8566,2,0,1,G,12,4,4,4,2,36,4,4,6,4
27267,2,0,1,G,0,0,0,1,0,0,0,0,1,0
784432,2,0,1,G,0,0,0,1,0,0,0,0,1,0
903540,2,0,1,G,0,0,0,1,0,0,0,0,1,0
470003,2,0,1,G,0,0,0,1,0,0,0,0,1,0
418043,2,0,1,G,134,9,6,12,7,226,11,6,15,10
343117,2,0,1,G,46,5,4,5,4,82,5,4,7,6
127239,2,0,1,G,328,17,7,31,8,514,17,7,37,11
546410,2,0,1,G,0,0,0,1,0,0,0,0,1,0
130250,2,0,1,G,14,2,2,2,1,14,2,2,2,1
141829,2,0,1,G,44,6,5,6,5,86,6,5,6,7
89495,2,0,1,G,70,6,4,10,4,136,7,5,13,6
141011,2,0,1,G,58,4,4,7,4,100,4,4,7,6
356157,2,0,1,G,28,7,6,7,3,82,8,7,10,5
606445,2,0,1,G,0,0,0,1,0,0,0,0,1,0
351497,2,0,1,G,34,4,3,4,4,68,4,3,5,7
534994,2,0,1,G,22,4,3,4,4,46,4,3,5,6
983537,2,1,0,B,32,3,3,3,3,62,3,3,3,5
320487,2,0,1,G,84,3,3,4,4,110,3,3,5,7
469994,2,0,1,G,24,4,3,4,2,52,6,4,6,4
114115,2,0,1,G,0,0,0,1,0,0,0,0,1,0
230783,2,0,1,G,238,10,6,15,7,354,10,6,15,10
936289,2,0,1,G,72,7,5,9,7,132,7,5,9,9
529307,2,0,1,G,432,17,7,36,6,656,17,7,43,9
404188,2,0,1,G,360,11,6,28,8,586,11,6,31,10
695638,2,0,1,G,166,8,6,15,6,250,9,6,18,8
730833,2,0,1,G,38,3,3,3,4,56,3,3,4,6
526483,2,0,1,G,354,12,7,20,8,444,12,7,21,11
641826,2,0,1,G,82,4,3,4,7,118,4,3,4,9
847952,2,0,1,G,296,13,6,24,6,436,13,6,29,10
898040,2,0,1,G,248,7,5,10,4,314,7,5,13,7
171583,2,0,1,G,142,8,6,12,6,230,9,7,17,8
463611,2,0,1,G,42,1,1,1,5,50,1,1,2,8
848124,2,0,1,G,94,7,6,11,5,154,7,6,12,7
20331,2,0,1,G,94,3,2,5,5,128,3,2,5,9
540051,2,0,1,G,406,6,5,15,9,530,6,5,17,14
362141,2,0,1,G,430,13,7,35,6,696,13,7,35,11
469577,2,0,1,G,442,8,6,20,7,586,8,6,21,10
151927,2,0,1,G,62,2,2,3,5,80,2,2,4,8
519071,2,0,1,G,88,6,5,11,8,150,6,5,15,12
188345,2,0,1,G,72,4,4,6,5,114,4,4,6,9
185949,2,0,1,G,52,5,4,9,4,112,5,4,12,7
545994,2,0,1,G,180,6,5,12,6,276,6,5,15,9
653846,2,0,1,G,540,7,5,10,7,602,7,5,10,12
494172,2,0,1,G,272,8,5,12,5,356,8,5,15,8
638154,2,0,1,G,86,2,2,2,4,92,2,2,2,7
501781,2,0,1,G,94,3,3,3,5,120,3,3,5,10
986750,2,0,1,G,96,3,2,4,5,124,3,2,4,9
258123,2,0,1,G,262,7,7,16,7,388,7,7,16,10
129340,2,0,1,G,106,4,4,12,5,194,4,4,13,9
467827,2,0,1,G,164,2,2,3,6,204,2,2,3,10
938700,2,0,1,G,104,1,1,4,6,144,1,1,5,10
619946,2,0,1,G,0,0,0,1,0,0,0,0,1,0
60200,2,0,1,G,0,0,0,1,0,0,0,0,1,0
671174,2,0,1,G,0,0,0,1,0,0,0,0,1,0
104457,2,0,1,G,0,0,0,1,0,0,0,0,1,0
56579,2,0,1,G,0,0,0,1,0,0,0,0,1,0
478632,2,0,1,G,0,0,0,1,0,0,0,0,1,0
5367,2,0,1,G,0,0,0,1,0,0,0,0,1,0
674793,2,0,1,G,0,0,0,1,0,0,0,0,1,0
855901,2,0,1,G,0,0,0,1,0,0,0,0,1,0
319900,2,0,1,G,0,0,0,1,0,0,0,0,1,0
580075,2,0,1,G,0,0,0,1,0,0,0,0,1,0
132307,2,0,1,G,0,0,0,1,0,0,0,0,1,0
658846,2,0,1,G,0,0,0,1,0,0,0,0,1,0
738688,2,0,1,G,0,0,0,1,0,0,0,0,1,0
914056,2,0,1,G,0,0,0,1,0,0,0,0,1,0
528219,2,0,1,G,0,0,0,1,0,0,0,0,1,0
686252,2,0,1,G,0,0,0,1,0,0,0,0,1,0
648237,2,0,1,G,176,14,6,22,10,284,15,6,26,12
24378,2,0,1,G,0,0,0,1,0,0,0,0,1,0
992368,2,0,1,G,20,1,1,1,4,26,1,1,1,6
789184,2,0,1,G,0,0,0,1,0,0,0,0,1,0
115679,2,0,1,G,82,7,4,10,6,146,8,5,15,8
508208,2,0,1,G,40,3,3,3,4,56,3,3,5,6
950161,2,0,1,G,420,7,5,13,4,500,7,5,15,7
67112,2,0,1,G,66,3,3,3,4,84,3,3,3,6
898763,2,0,1,G,94,2,2,5,6,118,2,2,5,9
774460,2,0,1,G,110,4,4,5,5,210,4,4,7,12
272148,2,0,1,G,182,5,4,7,4,234,5,4,9,9
758241,2,0,1,G,100,4,4,5,6,152,4,4,7,10
683074,2,0,1,G,128,2,2,6,7,178,2,2,6,10
165182,2,0,1,G,0,0,0,1,0,0,0,0,1,0
589520,2,0,1,G,0,0,0,1,0,0,0,0,1,0
854966,2,0,1,G,0,0,0,1,0,0,0,0,1,0
167041,2,0,1,G,0,0,0,1,0,0,0,0,1,0
101703,2,0,1,G,86,10,5,12,3,170,10,5,13,5
279460,2,1,0,B,12,1,1,1,3,18,1,1,1,5
960855,2,0,1,G,86,14,7,19,3,202,14,7,22,6
367812,2,0,1,G,508,12,6,22,5,692,13,6,31,8
469391,2,0,1,G,28,1,1,1,2,34,1,1,2,4
323665,2,0,1,G,2,1,1,1,1,6,1,1,1,3
28373,2,1,0,B,14,1,1,1,2,14,1,1,1,2
523765,2,0,1,G,114,5,4,5,5,156,5,4,5,8
626618,2,0,1,G,208,6,4,10,4,288,6,4,14,7
18935,2,0,1,G,160,8,6,15,6,248,8,6,16,8
668079,2,0,1,G,138,6,5,8,3,198,6,5,9,5
409450,2,0,1,G,164,8,6,14,3,252,8,6,14,6
362840,2,0,1,G,48,3,3,3,3,68,3,3,3,5
243518,2,0,1,G,58,2,2,2,2,70,2,2,2,5
266572,2,1,0,B,558,18,7,54,6,906,18,7,59,8
719476,2,0,1,G,4,1,1,1,1,10,1,1,2,3
529758,2,0,1,G,48,2,2,5,4,78,2,2,5,7
13325,2,0,1,G,46,2,2,3,6,84,2,2,4,9
202849,2,0,1,G,62,1,1,2,3,98,1,1,3,8
952898,2,0,1,G,256,7,4,8,7,310,8,5,11,11
711016,2,1,0,B,30,3,3,3,5,42,3,3,3,7
362430,2,0,1,G,32,6,3,6,5,72,7,4,7,7
798748,2,0,1,G,92,8,6,11,4,160,8,6,14,6
808432,2,0,1,G,92,11,7,17,4,186,11,7,20,7
247615,2,0,1,G,50,8,5,8,3,100,8,5,10,6
73037,2,0,1,G,0,0,0,1,0,0,0,0,1,0
832693,2,0,1,G,0,0,0,1,0,0,0,0,1,0
169661,2,1,0,B,0,0,0,1,0,0,0,0,1,0
805047,2,0,1,G,0,0,0,1,0,0,0,0,1,0
168573,2,0,1,G,0,0,0,1,0,0,0,0,1,0
586435,2,0,1,G,0,0,0,1,0,0,0,0,1,0
362651,2,0,1,G,0,0,0,1,0,0,0,0,1,0
311840,2,0,1,G,0,0,0,1,0,0,0,0,1,0
45934,2,0,1,G,0,0,0,1,0,0,0,0,1,0
932597,2,0,1,G,0,0,0,1,0,0,0,0,1,0
134236,2,0,1,G,126,9,6,11,4,186,9,6,15,6
147285,2,0,1,G,130,3,2,9,5,202,4,3,13,8
742429,2,0,1,G,244,10,7,15,5,336,10,7,17,7
708203,2,1,0,B,396,10,6,29,4,594,10,6,35,7
342097,2,0,1,G,70,7,5,8,4,118,7,5,11,7
342232,2,0,1,G,0,0,0,1,0,0,0,0,1,0
22847,2,0,1,G,74,6,3,9,7,140,7,4,10,10
832848,2,0,1,G,0,0,0,1,0,0,0,0,1,0
596331,2,0,1,G,18,2,1,2,3,30,2,1,2,5
675372,2,0,1,G,0,0,0,1,0,0,0,0,1,0
795953,2,0,1,G,0,0,0,1,0,0,0,0,1,0
499400,2,0,1,G,0,0,0,1,0,0,0,0,1,0
125964,2,0,1,G,0,0,0,1,0,0,0,0,1,0
96771,2,0,1,G,0,0,0,1,0,0,0,0,1,0
409781,2,0,1,G,0,0,0,1,0,0,0,0,1,0
500370,2,0,1,G,82,5,3,6,6,146,5,3,6,10
225182,2,0,1,G,78,4,4,4,7,140,4,4,4,11
316575,2,0,1,G,342,5,4,8,3,396,5,4,9,8
386846,2,0,1,G,262,2,2,13,4,360,2,2,16,9
711705,2,0,1,G,32,2,2,4,3,62,4,3,8,5
795322,2,0,1,G,962,12,7,42,10,1332,12,7,46,14
641249,2,0,1,G,338,11,6,17,8,444,11,6,20,11
892557,2,0,1,G,154,6,5,7,7,226,6,5,7,11
913149,2,0,1,G,18,3,2,3,3,32,3,2,4,6
609523,2,0,1,G,44,3,3,6,4,88,3,3,6,7
671392,2,0,1,G,378,8,5,17,6,500,8,5,18,12
736459,2,0,1,G,122,6,5,9,5,190,6,5,12,10
872368,2,0,1,G,70,1,1,1,3,88,1,1,1,6
306460,2,0,1,G,414,6,6,13,7,516,6,6,18,11
1576,2,0,1,G,168,1,1,2,4,194,1,1,3,9
319142,2,0,1,G,26,1,1,1,4,36,1,1,2,7
294081,2,0,1,G,104,1,1,5,3,138,1,1,5,7
364122,2,1,0,B,0,0,0,1,0,0,0,0,1,0
982610,2,0,1,G,70,7,4,8,5,88,7,4,8,7
831520,2,0,1,G,26,4,2,5,2,56,5,3,7,4
199626,2,1,0,B,0,0,0,1,0,0,0,0,1,0
97079,2,0,1,G,364,9,5,22,9,520,9,5,24,11
192350,2,0,1,G,90,8,6,9,4,146,8,6,9,6
957590,2,0,1,G,18,3,2,5,3,38,3,2,5,5
718099,2,1,0,B,0,0,0,1,0,0,0,0,1,0
946428,2,0,1,G,70,2,2,4,3,104,2,2,5,9
698257,2,0,1,G,94,1,1,2,4,126,1,1,3,9
30957,2,0,1,G,40,2,2,3,4,64,2,2,3,9
363222,2,0,1,G,46,2,2,4,4,78,2,2,5,9
429793,2,0,1,G,22,2,2,2,3,34,2,2,3,6
623907,2,0,1,G,42,2,2,3,4,68,2,2,4,8
43623,2,0,1,G,18,1,1,3,3,40,1,1,3,7
954803,2,0,1,G,0,0,0,1,0,0,0,0,1,0
351821,2,0,1,G,208,6,5,11,5,286,6,5,13,10
623456,2,0,1,G,2,1,1,1,1,6,1,1,1,3
668725,2,0,1,G,0,0,0,1,0,0,0,0,1,0
376508,2,0,1,G,0,0,0,1,0,0,0,0,1,0
961943,2,0,1,G,84,6,4,6,5,122,6,4,7,7
701470,2,0,1,G,58,6,4,6,3,96,6,4,8,6
149089,2,0,1,G,0,0,0,1,0,0,0,0,1,0
702813,2,0,1,G,208,20,7,27,4,374,20,7,28,6
115661,2,0,1,G,74,4,3,7,4,116,4,3,10,9
324277,2,0,1,G,138,7,5,12,9,210,7,5,15,13
766402,2,0,1,G,74,3,1,3,6,92,3,1,5,9
956707,2,0,1,G,60,4,4,5,6,90,4,4,6,9
685693,2,0,1,G,44,4,3,6,4,74,4,3,6,6
962945,2,0,1,G,222,7,5,11,6,330,7,5,13,12
453647,2,0,1,G,84,4,4,6,7,118,4,4,7,11
863084,2,0,1,G,0,0,0,1,0,0,0,0,1,0
849559,2,0,1,G,30,4,3,4,2,54,4,3,5,4
881047,2,0,1,G,36,2,2,2,3,48,2,2,2,6
798791,2,0,1,G,0,0,0,1,0,0,0,0,1,0
42330,2,0,1,G,0,0,0,1,0,0,0,0,1,0
758735,2,0,1,G,0,0,0,1,0,0,0,0,1,0
33820,2,0,1,G,0,0,0,1,0,0,0,0,1,0
447688,2,0,1,G,0,0,0,1,0,0,0,0,1,0
484013,2,0,1,G,0,0,0,1,0,0,0,0,1,0
560242,2,0,1,G,58,4,4,4,4,82,4,4,5,6
283082,2,1,0,B,0,0,0,1,0,0,0,0,1,0
405463,2,0,1,G,0,0,0,1,0,0,0,0,1,0
546921,2,0,1,G,0,0,0,1,0,0,0,0,1,0
815114,2,0,1,G,0,0,0,1,0,0,0,0,1,0
538504,2,0,1,G,0,0,0,1,0,0,0,0,1,0
369444,2,0,1,G,18,4,3,5,1,38,4,3,5,3
128089,2,0,1,G,0,0,0,1,0,0,0,0,1,0
689016,2,0,1,G,0,0,0,1,0,0,0,0,1,0
666685,2,0,1,G,26,2,2,2,1,38,2,2,2,3
2726,2,0,1,G,0,0,0,1,0,0,0,0,1,0
385866,2,0,1,G,0,0,0,1,0,0,0,0,1,0
559061,2,0,1,G,0,0,0,1,0,0,0,0,1,0
217197,2,0,1,G,62,6,4,6,2,98,6,4,8,4
703886,2,1,0,B,4,1,1,1,2,8,1,1,1,4
760570,2,0,1,G,164,7,6,9,4,224,7,6,13,7
896690,2,0,1,G,0,0,0,1,0,0,0,0,1,0
325519,2,0,1,G,244,7,4,10,4,338,7,4,11,10
816983,2,0,1,G,0,0,0,1,0,0,0,0,1,0
702362,2,0,1,G,154,8,6,13,4,244,8,6,14,7
265458,2,0,1,G,0,0,0,1,0,0,0,0,1,0
969314,2,0,1,G,16,1,1,1,2,18,1,1,1,3
79558,2,0,1,G,2,1,1,1,1,12,2,2,2,4
669926,2,0,1,G,50,4,4,5,3,86,4,4,5,5
416816,2,0,1,G,42,4,4,4,4,66,4,4,4,6
140471,2,0,1,G,38,3,2,4,3,50,3,2,4,5
447801,2,0,1,G,162,3,2,4,5,178,3,2,5,8
544475,2,0,1,G,74,7,6,10,5,142,7,6,10,7
991724,2,0,1,G,28,6,5,7,2,70,6,5,9,4
519579,2,0,1,G,60,6,3,9,5,114,6,3,9,7
819241,2,0,1,G,242,12,7,22,5,392,13,7,29,8
468289,2,0,1,G,166,7,3,11,4,234,7,3,14,7
59671,2,0,1,G,382,14,6,31,9,574,14,6,40,13
503202,2,0,1,G,22,1,1,1,5,42,1,1,1,9
163558,2,0,1,G,192,4,4,6,3,274,4,4,8,7
573309,2,0,1,G,68,2,2,3,5,86,2,2,3,8
930657,2,0,1,G,266,11,7,13,8,356,11,7,14,13
3535,2,0,1,G,308,11,7,15,8,428,12,7,20,13
357895,2,0,1,G,180,3,3,5,7,214,3,3,7,11
890516,2,0,1,G,112,3,3,7,8,158,3,3,7,11
819667,2,0,1,G,694,7,6,12,5,818,9,7,20,9
359831,2,0,1,G,28,2,1,2,5,46,2,1,2,8
756201,2,0,1,G,376,8,5,13,6,452,8,5,14,10
989264,2,0,1,G,168,9,6,26,7,344,9,6,31,10
199021,2,0,1,G,0,0,0,1,0,0,0,0,1,0
722931,2,0,1,G,0,0,0,1,0,0,0,0,1,0
486420,2,0,1,G,0,0,0,1,0,0,0,0,1,0
108639,2,0,1,G,0,0,0,1,0,0,0,0,1,0
739043,2,0,1,G,0,0,0,1,0,0,0,0,1,0
125711,2,0,1,G,0,0,0,1,0,0,0,0,1,0
68052,2,0,1,G,0,0,0,1,0,0,0,0,1,0
849187,2,0,1,G,0,0,0,1,0,0,0,0,1,0
343578,2,0,1,G,0,0,0,1,0,0,0,0,1,0
699055,2,0,1,G,0,0,0,1,0,0,0,0,1,0
149919,2,0,1,G,10,2,2,2,2,22,2,2,2,4
420801,2,0,1,G,0,0,0,1,0,0,0,0,1,0
8903,2,0,1,G,0,0,0,1,0,0,0,0,1,0
803719,2,0,1,G,0,0,0,1,0,0,0,0,1,0
513856,2,0,1,G,0,0,0,1,0,0,0,0,1,0
912244,2,0,1,G,186,11,6,16,7,278,11,6,17,9
292771,2,0,1,G,0,0,0,1,0,0,0,0,1,0
774268,2,0,1,G,148,6,4,8,4,210,7,4,14,7
88834,2,0,1,G,30,4,4,6,4,60,5,4,7,6
780986,2,0,1,G,14,3,2,3,3,32,3,2,4,5
442019,2,0,1,G,24,1,1,3,3,42,1,1,3,6
366155,2,0,1,G,14,2,2,2,3,26,2,2,3,6
523044,2,0,1,G,84,7,5,8,5,122,7,5,9,8
765946,2,0,1,G,72,10,7,12,3,140,10,7,15,6
177023,2,0,1,G,24,3,3,5,3,60,4,3,10,5
85498,2,0,1,G,74,6,4,6,3,110,6,4,8,5
514772,2,0,1,G,180,6,5,8,6,230,6,5,10,8
238907,2,1,0,B,0,0,0,1,0,0,0,0,1,0
140478,2,0,1,G,92,2,2,3,3,110,2,2,5,5
810043,2,0,1,G,12,2,2,2,2,24,2,2,2,4
979793,2,0,1,G,86,4,4,4,4,116,5,4,6,6
236746,2,0,1,G,80,4,4,5,4,128,4,4,6,6
798550,2,0,1,G,134,8,7,10,9,228,9,7,13,11
976019,2,0,1,G,26,1,1,1,1,32,1,1,1,4
458851,2,0,1,G,32,4,4,6,3,68,4,4,7,6
104820,2,0,1,G,490,21,7,40,8,752,21,7,44,11
65418,2,0,1,G,154,6,4,6,3,192,6,4,7,6
789369,2,0,1,G,284,5,4,12,8,368,5,4,14,11
44713,2,0,1,G,262,14,7,24,9,424,14,7,31,11
863585,2,0,1,G,84,4,4,5,4,114,4,4,7,6
777590,2,1,0,B,36,1,1,2,5,50,1,1,3,7
706530,2,0,1,G,94,6,4,10,7,154,6,4,12,10
680317,2,0,1,G,118,3,2,7,7,172,3,2,8,11
760231,2,0,1,G,18,3,3,3,3,36,3,3,3,5
786644,2,0,1,G,194,8,5,13,8,306,8,5,14,11
202676,2,0,1,G,58,3,3,6,4,102,3,3,7,8
143117,2,0,1,G,398,14,7,38,7,632,14,7,44,11
157756,2,0,1,G,160,11,7,13,8,282,13,7,17,11
258699,2,0,1,G,20,2,2,2,3,34,2,2,4,6
866308,2,0,1,G,132,6,5,14,5,220,6,5,16,9
549826,2,0,1,G,326,6,4,11,10,426,6,4,13,14
401551,2,0,1,G,244,7,5,17,8,338,7,5,18,12
682510,2,0,1,G,118,5,4,10,4,184,5,4,10,9
103706,2,0,1,G,746,11,6,18,10,874,11,6,21,15
730322,2,0,1,G,192,7,5,11,7,254,7,5,14,11
719389,2,0,1,G,174,5,5,9,6,236,5,5,12,9
300380,2,0,1,G,372,9,5,15,4,454,9,5,20,7
190716,2,0,1,G,220,5,5,11,7,328,5,5,16,10
796288,2,0,1,G,390,9,5,26,5,546,9,5,29,9
663604,2,0,1,G,84,2,2,2,3,96,2,2,4,6
620235,2,0,1,G,80,5,4,9,5,146,5,4,9,10
692545,2,1,0,B,46,2,2,2,5,68,2,2,2,9
653255,2,0,1,G,434,6,6,10,5,504,6,6,10,9
869585,2,1,0,B,168,2,2,6,5,240,2,2,6,9
86874,2,0,1,G,2,1,1,1,1,2,1,1,1,1
132538,2,0,1,G,52,4,3,6,6,90,4,3,6,10
943833,2,0,1,G,48,3,3,3,4,80,3,3,4,7
889239,2,0,1,G,4,1,1,1,1,8,1,1,1,3
146404,2,0,1,G,44,2,2,4,5,92,2,2,4,9
620611,2,0,1,G,294,1,1,4,6,306,1,1,4,9
93854,2,0,1,G,48,1,1,1,5,56,1,1,1,8
42159,2,0,1,G,26,2,2,3,5,46,2,2,3,9
439743,2,0,1,G,204,14,7,17,8,330,14,7,17,11
785482,2,0,1,G,298,9,6,13,9,412,9,6,13,11
393738,2,0,1,G,136,15,7,26,5,316,16,7,38,7
575283,2,0,1,G,246,14,6,28,5,464,15,6,40,8
978349,2,0,1,G,10,1,1,1,3,16,1,1,1,5
655665,2,0,1,G,32,2,2,6,3,50,2,2,7,5
999953,2,1,0,B,34,3,3,6,4,62,3,3,7,6
376337,2,0,1,G,50,7,5,7,3,92,7,5,12,5
66707,2,0,1,G,16,3,2,4,3,40,3,2,5,5
86148,2,0,1,G,128,10,6,13,5,222,10,6,14,7
260539,2,0,1,G,180,9,6,11,4,250,9,6,15,7
55526,2,0,1,G,0,0,0,1,0,0,0,0,1,0
54009,2,0,1,G,46,6,5,6,5,82,6,5,7,7
793254,2,0,1,G,14,2,2,2,3,26,2,2,2,5
806294,2,1,0,B,6,1,1,1,2,12,1,1,1,4
164566,2,1,0,B,22,3,3,4,5,52,4,3,7,7
531404,2,0,1,G,84,7,5,10,5,138,7,5,11,8
605330,2,0,1,G,74,6,4,10,8,134,6,4,12,10
269307,2,0,1,G,44,4,3,5,3,74,4,3,7,5
312022,2,0,1,G,78,4,4,5,4,114,5,4,8,6
739655,2,0,1,G,316,16,7,26,6,486,16,7,29,8
890864,2,0,1,G,70,4,3,6,7,130,5,3,7,9
506179,2,0,1,G,166,9,7,10,7,238,10,7,12,9
809764,2,0,1,G,28,3,3,4,4,54,3,3,5,7
124368,2,0,1,G,78,8,4,12,3,168,8,4,16,5
217438,2,0,1,G,86,8,6,14,6,182,9,6,17,8
674625,2,0,1,G,164,14,7,16,5,268,14,7,17,9
148546,2,0,1,G,90,8,5,10,6,164,9,5,15,8
790631,2,1,0,B,162,5,4,15,5,318,5,4,20,7
627343,2,0,1,G,92,6,6,9,4,140,6,6,11,7
68776,2,0,1,G,236,7,5,10,4,322,8,6,13,6
658442,2,0,1,G,0,0,0,1,0,0,0,0,1,0
429783,2,0,1,G,30,2,2,2,5,42,2,2,3,8
31536,2,0,1,G,4,2,2,2,1,4,2,2,2,1
315787,2,0,1,G,78,3,3,3,4,98,3,3,4,7
18244,2,0,1,G,100,4,4,9,4,156,4,4,11,8
499776,2,0,1,G,78,1,1,3,4,120,1,1,3,9
776987,2,0,1,G,70,2,2,3,4,98,2,2,4,8
444758,2,0,1,G,110,4,4,9,5,188,4,4,9,8
121019,2,0,1,G,150,4,3,7,6,208,4,3,8,11
542971,2,0,1,G,188,6,5,10,7,254,6,5,13,11
154821,2,0,1,G,140,8,5,9,8,178,8,5,11,12
182074,2,0,1,G,52,5,3,6,6,90,5,3,10,9
429488,2,0,1,G,182,5,4,5,7,222,5,4,5,11
977916,2,0,1,G,46,2,2,3,3,64,2,2,3,6
465525,2,0,1,G,620,10,7,33,8,844,11,7,40,13
336792,2,0,1,G,24,1,1,2,4,40,1,1,2,8
88167,2,0,1,G,182,6,5,11,7,266,6,5,12,10
90096,2,0,1,G,194,3,3,7,7,258,3,3,9,11
59506,2,0,1,G,18,1,1,2,5,30,1,1,2,9
554578,2,0,1,G,50,3,3,6,5,94,3,3,6,9
821933,2,0,1,G,38,1,1,1,3,52,1,1,1,7
863061,2,0,1,G,44,3,2,5,4,74,3,2,6,7
356129,2,0,1,G,328,7,5,11,8,434,7,5,14,13
597833,2,0,1,G,50,2,1,2,5,58,2,1,2,8
186099,2,0,1,G,342,5,5,13,6,494,5,5,15,11
403827,2,0,1,G,524,5,5,13,9,636,5,5,13,13
454491,2,0,1,G,26,1,1,2,4,38,1,1,2,7
575011,2,0,1,G,222,1,1,5,8,266,1,1,6,13
936804,2,0,1,G,0,0,0,1,0,0,0,0,1,0
42014,2,0,1,G,0,0,0,1,0,0,0,0,1,0
343515,2,0,1,G,0,0,0,1,0,0,0,0,1,0
868235,2,0,1,G,0,0,0,1,0,0,0,0,1,0
33761,2,0,1,G,0,0,0,1,0,0,0,0,1,0
667182,2,0,1,G,0,0,0,1,0,0,0,0,1,0
670766,2,0,1,G,0,0,0,1,0,0,0,0,1,0
250428,2,0,1,G,0,0,0,1,0,0,0,0,1,0
548204,2,0,1,G,38,1,1,4,3,100,2,2,7,6
438619,2,0,1,G,38,2,2,3,4,48,2,2,3,6
781873,2,0,1,G,162,4,3,10,2,226,4,3,10,5
962923,2,0,1,G,60,3,3,6,5,100,3,3,6,9
555934,2,0,1,G,2,1,1,1,1,14,2,2,2,3
236693,2,0,1,G,82,7,5,11,4,146,7,5,14,6
164378,2,0,1,G,100,7,6,7,4,154,8,6,10,6
82546,2,0,1,G,204,7,4,10,4,288,7,4,12,6
471199,2,0,1,G,34,7,5,8,3,82,7,5,9,5
285465,2,0,1,G,164,11,7,13,7,242,12,7,17,9
554964,2,0,1,G,64,8,6,13,3,134,8,6,13,5
239049,2,0,1,G,0,0,0,1,0,0,0,0,1,0
637328,2,0,1,G,220,13,7,38,3,482,14,7,50,5
865700,2,0,1,G,130,4,3,4,3,162,4,3,5,6
37588,2,0,1,G,64,1,1,3,4,82,1,1,4,7
451575,2,1,0,B,0,0,0,1,0,0,0,0,1,0
796477,2,0,1,G,0,0,0,1,0,0,0,0,1,0
958324,2,0,1,G,0,0,0,1,0,0,0,0,1,0
922735,2,0,1,G,0,0,0,1,0,0,0,0,1,0
874678,2,0,1,G,0,0,0,1,0,0,0,0,1,0
19056,2,1,0,B,268,2,2,13,7,344,2,2,14,9
580912,2,0,1,G,32,3,3,3,2,50,3,3,4,4
661232,2,0,1,G,22,3,3,6,3,66,3,3,6,6
254230,2,0,1,G,116,12,6,18,5,230,12,6,22,7
572924,2,0,1,G,10,1,1,1,2,16,1,1,2,5
374676,2,0,1,G,64,3,2,3,4,82,3,2,3,6
501209,2,0,1,G,8,2,2,2,2,20,2,2,2,4
716843,2,0,1,G,330,13,6,20,7,474,13,6,23,9
686571,2,0,1,G,66,2,2,3,4,96,2,2,3,7
523308,2,0,1,G,12,2,2,3,2,30,2,2,3,4
498518,2,0,1,G,260,7,4,10,3,342,7,4,15,7
31375,2,0,1,G,74,5,4,6,6,122,6,5,7,8
499605,2,0,1,G,24,2,2,2,2,36,2,2,4,4
284042,2,0,1,G,130,8,6,8,4,178,8,6,9,6
377292,2,0,1,G,184,9,6,18,5,306,9,6,21,8
200109,2,0,1,G,96,7,6,10,5,168,7,6,14,7
821116,2,0,1,G,68,4,4,5,4,118,5,5,6,7
812467,2,0,1,G,190,4,3,10,5,260,4,3,14,9
336656,2,0,1,G,96,3,2,4,6,128,3,2,4,9
187378,2,0,1,G,52,3,3,4,6,78,3,3,4,9
430773,2,0,1,G,164,2,2,4,7,188,2,2,4,10
1766,2,0,1,G,30,2,1,2,4,50,3,2,3,7
187455,2,0,1,G,28,3,2,3,4,46,3,2,3,7
362500,2,0,1,G,32,2,1,4,3,60,2,1,6,6
747111,2,0,1,G,236,11,6,19,5,348,11,6,20,7
899131,2,0,1,G,44,4,4,4,2,74,5,4,5,4
628350,2,0,1,G,8,1,1,1,1,14,1,1,2,3
469981,2,0,1,G,6,1,1,1,2,10,1,1,1,4
651605,2,0,1,G,206,8,6,14,3,310,9,7,16,6
607162,2,0,1,G,72,3,3,3,3,90,3,3,4,6
823106,2,0,1,G,24,2,2,2,2,36,2,2,4,4
232465,2,0,1,G,0,0,0,1,0,0,0,0,1,0
160029,2,0,1,G,0,0,0,1,0,0,0,0,1,0
725873,2,0,1,G,0,0,0,1,0,0,0,0,1,0
90776,2,0,1,G,0,0,0,1,0,0,0,0,1,0
575422,2,0,1,G,0,0,0,1,0,0,0,0,1,0
418659,2,0,1,G,0,0,0,1,0,0,0,0,1,0
687462,2,0,1,G,0,0,0,1,0,0,0,0,1,0
625531,2,0,1,G,0,0,0,1,0,0,0,0,1,0
666690,2,1,0,B,0,0,0,1,0,0,0,0,1,0
10385,2,0,1,G,8,2,2,2,3,20,2,2,4,5
